concept_id,subTypeOfID,partOfID,instanceOfID
46367,NULL,NULL,NULL
46368,NULL,NULL,NULL
46369,NULL,NULL,NULL
46370,NULL,NULL,NULL
46371,NULL,NULL,NULL
46372,NULL,NULL,NULL
46373,NULL,NULL,NULL
46374,NULL,NULL,NULL
46375,NULL,NULL,NULL
46376,NULL,NULL,NULL
46377,NULL,NULL,NULL
46378,NULL,NULL,NULL
46379,NULL,NULL,NULL
46380,NULL,NULL,NULL
46381,NULL,NULL,NULL
46382,NULL,NULL,NULL
46383,NULL,NULL,NULL
46384,NULL,NULL,NULL
46385,NULL,NULL,NULL
46386,NULL,NULL,NULL
46387,NULL,NULL,NULL
46388,NULL,NULL,NULL
46389,NULL,NULL,NULL
46391,NULL,NULL,NULL
46392,NULL,NULL,NULL
46393,NULL,NULL,NULL
46394,NULL,NULL,NULL
46395,NULL,NULL,NULL
46396,NULL,NULL,NULL
46397,NULL,NULL,NULL
46398,NULL,NULL,NULL
46399,NULL,NULL,NULL
46400,NULL,NULL,NULL
46401,NULL,NULL,NULL
46402,NULL,NULL,NULL
46403,NULL,NULL,NULL
46404,NULL,NULL,NULL
46405,NULL,NULL,NULL
46406,NULL,NULL,NULL
46407,NULL,NULL,NULL
46408,NULL,NULL,NULL
46409,NULL,NULL,NULL
46410,NULL,NULL,NULL
46411,NULL,NULL,NULL
46412,NULL,NULL,NULL
46413,NULL,NULL,NULL
46414,NULL,NULL,NULL
46415,NULL,NULL,NULL
46416,NULL,NULL,NULL
46417,NULL,NULL,NULL
46418,NULL,NULL,NULL
46419,NULL,NULL,NULL
46420,NULL,NULL,NULL
46421,NULL,NULL,NULL
46422,NULL,NULL,NULL
46423,NULL,NULL,NULL
46424,NULL,NULL,NULL
46425,NULL,NULL,NULL
46426,NULL,NULL,NULL
46427,NULL,NULL,NULL
46428,NULL,NULL,NULL
46429,NULL,NULL,NULL
46430,NULL,NULL,NULL
46431,NULL,NULL,NULL
46432,NULL,NULL,NULL
46433,NULL,NULL,NULL
46434,NULL,NULL,NULL
46435,NULL,NULL,NULL
46436,NULL,NULL,NULL
46437,NULL,NULL,NULL
46438,NULL,NULL,NULL
46439,NULL,NULL,NULL
46440,NULL,NULL,NULL
46441,NULL,NULL,NULL
46442,NULL,NULL,NULL
46443,NULL,NULL,NULL
46444,NULL,NULL,NULL
46445,NULL,NULL,NULL
46446,NULL,NULL,NULL
46447,NULL,NULL,NULL
46448,NULL,NULL,NULL
46449,NULL,NULL,NULL
46450,NULL,NULL,NULL
46451,NULL,NULL,NULL
46452,NULL,NULL,NULL
46453,NULL,NULL,NULL
46454,NULL,NULL,NULL
46455,NULL,NULL,NULL
46456,NULL,NULL,NULL
46457,NULL,NULL,NULL
46458,NULL,NULL,NULL
46459,NULL,NULL,NULL
46460,NULL,NULL,NULL
46461,NULL,NULL,NULL
46462,NULL,NULL,NULL
46463,NULL,NULL,NULL
46464,NULL,NULL,NULL
46465,NULL,NULL,NULL
46466,NULL,NULL,NULL
46467,NULL,NULL,NULL
46468,NULL,NULL,NULL
46469,NULL,NULL,NULL
46470,NULL,NULL,NULL
46471,NULL,NULL,NULL
46472,NULL,NULL,NULL
46473,NULL,NULL,NULL
46474,NULL,NULL,NULL
46475,NULL,NULL,NULL
46476,NULL,NULL,NULL
46477,NULL,NULL,NULL
46478,NULL,NULL,NULL
46479,NULL,NULL,NULL
46480,NULL,NULL,NULL
46481,NULL,NULL,NULL
46482,NULL,NULL,NULL
46484,NULL,NULL,NULL
46485,NULL,NULL,NULL
46486,NULL,NULL,NULL
46487,NULL,NULL,NULL
46488,NULL,NULL,NULL
46490,NULL,NULL,NULL
46491,NULL,NULL,NULL
46492,NULL,NULL,NULL
46493,NULL,NULL,NULL
46494,NULL,NULL,NULL
46495,NULL,NULL,NULL
46496,NULL,NULL,NULL
46497,NULL,NULL,NULL
46498,NULL,NULL,NULL
46499,NULL,NULL,NULL
46500,NULL,NULL,NULL
46501,NULL,NULL,NULL
46502,NULL,NULL,NULL
46503,NULL,NULL,NULL
46504,NULL,NULL,NULL
46505,NULL,NULL,NULL
46506,NULL,NULL,NULL
46507,NULL,NULL,NULL
46508,NULL,NULL,NULL
46509,NULL,NULL,NULL
46510,NULL,NULL,NULL
46511,NULL,NULL,NULL
46512,NULL,NULL,NULL
46513,NULL,NULL,NULL
46514,NULL,NULL,NULL
46515,NULL,NULL,NULL
46516,NULL,NULL,NULL
46517,NULL,NULL,NULL
46518,NULL,NULL,NULL
46519,NULL,NULL,NULL
46520,NULL,NULL,NULL
46521,NULL,NULL,NULL
46522,NULL,NULL,NULL
46523,NULL,NULL,NULL
46524,NULL,NULL,NULL
46525,NULL,NULL,NULL
46526,NULL,NULL,NULL
46527,NULL,NULL,NULL
46528,NULL,NULL,NULL
46530,NULL,NULL,NULL
46531,NULL,NULL,NULL
46532,NULL,NULL,NULL
46533,NULL,NULL,NULL
46534,NULL,NULL,NULL
46535,NULL,NULL,NULL
46536,NULL,NULL,NULL
46537,NULL,NULL,NULL
46538,NULL,NULL,NULL
46539,NULL,NULL,NULL
46540,NULL,NULL,NULL
46541,NULL,NULL,NULL
46542,NULL,NULL,NULL
46545,NULL,NULL,NULL
46546,NULL,NULL,NULL
46547,NULL,NULL,NULL
46548,NULL,NULL,NULL
46549,NULL,NULL,NULL
46550,NULL,NULL,NULL
46551,NULL,NULL,NULL
46552,NULL,NULL,NULL
46553,NULL,NULL,NULL
46554,NULL,NULL,NULL
46555,NULL,NULL,NULL
46556,NULL,NULL,NULL
46557,NULL,NULL,NULL
46558,NULL,NULL,NULL
46559,NULL,NULL,NULL
46560,NULL,NULL,NULL
46561,NULL,NULL,NULL
46562,NULL,NULL,NULL
46563,NULL,NULL,NULL
46564,NULL,NULL,NULL
46565,NULL,NULL,NULL
46566,NULL,NULL,NULL
46567,NULL,NULL,NULL
46568,NULL,NULL,NULL
46569,NULL,NULL,NULL
46570,NULL,NULL,NULL
46571,NULL,NULL,NULL
46572,NULL,NULL,NULL
46573,NULL,NULL,NULL
46574,NULL,NULL,NULL
46575,NULL,NULL,NULL
46576,NULL,NULL,NULL
46577,NULL,NULL,NULL
46578,NULL,NULL,NULL
46579,NULL,NULL,NULL
46580,NULL,NULL,NULL
46581,NULL,NULL,NULL
46582,NULL,NULL,NULL
46583,NULL,NULL,NULL
46584,NULL,NULL,NULL
46585,NULL,NULL,NULL
46586,NULL,NULL,NULL
46587,NULL,NULL,NULL
46588,NULL,NULL,NULL
46589,NULL,NULL,NULL
46590,NULL,NULL,NULL
46591,NULL,NULL,NULL
46592,NULL,NULL,NULL
46593,NULL,NULL,NULL
46594,NULL,NULL,NULL
46595,NULL,NULL,NULL
46596,NULL,NULL,NULL
46597,NULL,NULL,NULL
46598,NULL,NULL,NULL
46599,NULL,NULL,NULL
46600,NULL,NULL,NULL
46601,NULL,NULL,NULL
46602,NULL,NULL,NULL
46603,NULL,NULL,NULL
46604,NULL,NULL,NULL
46605,NULL,NULL,NULL
46606,NULL,NULL,NULL
46607,NULL,NULL,NULL
46608,NULL,NULL,NULL
46609,NULL,NULL,NULL
46610,NULL,NULL,NULL
46611,NULL,NULL,NULL
46612,NULL,NULL,NULL
46613,NULL,NULL,NULL
46614,NULL,NULL,NULL
46615,NULL,NULL,NULL
46616,NULL,NULL,NULL
46617,NULL,NULL,NULL
46618,NULL,NULL,NULL
46619,NULL,NULL,NULL
46620,NULL,NULL,NULL
46621,NULL,NULL,NULL
46622,NULL,NULL,NULL
46623,NULL,NULL,NULL
46624,NULL,NULL,NULL
46625,NULL,NULL,NULL
46626,NULL,NULL,NULL
46627,NULL,NULL,NULL
46628,NULL,NULL,NULL
46629,NULL,NULL,NULL
46630,NULL,NULL,NULL
46631,NULL,NULL,NULL
46632,NULL,NULL,NULL
46633,NULL,NULL,NULL
46634,NULL,NULL,NULL
46635,NULL,NULL,NULL
46636,NULL,NULL,NULL
46637,NULL,NULL,NULL
46638,NULL,NULL,NULL
46639,NULL,NULL,NULL
46640,NULL,NULL,NULL
46641,NULL,NULL,NULL
46642,NULL,NULL,NULL
46643,NULL,NULL,NULL
46644,NULL,NULL,NULL
46645,NULL,NULL,NULL
46646,NULL,NULL,NULL
46647,NULL,NULL,NULL
46648,NULL,NULL,NULL
46649,NULL,NULL,NULL
46650,NULL,NULL,NULL
46651,NULL,NULL,NULL
46652,NULL,NULL,NULL
46653,NULL,NULL,NULL
46654,NULL,NULL,NULL
46655,NULL,NULL,NULL
46656,NULL,NULL,NULL
46657,NULL,NULL,NULL
46658,NULL,NULL,NULL
46659,NULL,NULL,NULL
46660,NULL,NULL,NULL
46661,NULL,NULL,NULL
46662,NULL,NULL,NULL
46663,NULL,NULL,NULL
46664,NULL,NULL,NULL
46665,NULL,NULL,NULL
46666,NULL,NULL,NULL
46667,NULL,NULL,NULL
46668,NULL,NULL,NULL
46669,NULL,NULL,NULL
46670,NULL,NULL,NULL
46671,NULL,NULL,NULL
46672,NULL,NULL,NULL
46673,NULL,NULL,NULL
46674,NULL,NULL,NULL
46675,NULL,NULL,NULL
46676,NULL,NULL,NULL
46677,NULL,NULL,NULL
46678,NULL,NULL,NULL
46679,NULL,NULL,NULL
46680,NULL,NULL,NULL
46681,NULL,NULL,NULL
46682,NULL,NULL,NULL
46683,NULL,NULL,NULL
46684,NULL,NULL,NULL
46685,NULL,NULL,NULL
46686,NULL,NULL,NULL
46687,NULL,NULL,NULL
46688,NULL,NULL,NULL
46689,NULL,NULL,NULL
46690,NULL,NULL,NULL
46691,NULL,NULL,NULL
46692,NULL,NULL,NULL
46693,NULL,NULL,NULL
46694,NULL,NULL,NULL
46695,NULL,NULL,NULL
46696,NULL,NULL,NULL
46697,NULL,NULL,NULL
46698,NULL,NULL,NULL
46699,NULL,NULL,NULL
46701,NULL,NULL,NULL
46702,NULL,NULL,NULL
46703,NULL,NULL,NULL
46704,NULL,NULL,NULL
46705,NULL,NULL,NULL
46706,NULL,NULL,NULL
46707,NULL,NULL,NULL
46708,NULL,NULL,NULL
46709,NULL,NULL,NULL
46710,NULL,NULL,NULL
46711,NULL,NULL,NULL
46712,NULL,NULL,NULL
46713,NULL,NULL,NULL
46714,NULL,NULL,NULL
46715,NULL,NULL,NULL
46716,NULL,NULL,NULL
46717,NULL,NULL,NULL
46718,NULL,NULL,NULL
46719,NULL,NULL,NULL
46720,NULL,NULL,NULL
46721,NULL,NULL,NULL
46722,NULL,NULL,NULL
46723,NULL,NULL,NULL
46724,NULL,NULL,NULL
46725,NULL,NULL,NULL
46726,NULL,NULL,NULL
46727,NULL,NULL,NULL
46728,NULL,NULL,NULL
46729,NULL,NULL,NULL
46730,NULL,NULL,NULL
46731,NULL,NULL,NULL
46732,NULL,NULL,NULL
46733,NULL,NULL,NULL
46734,NULL,NULL,NULL
46735,NULL,NULL,NULL
46736,NULL,NULL,NULL
46737,NULL,NULL,NULL
46738,NULL,NULL,NULL
46739,NULL,NULL,NULL
46740,NULL,NULL,NULL
46741,NULL,NULL,NULL
46742,NULL,NULL,NULL
46743,NULL,NULL,NULL
46744,NULL,NULL,NULL
46745,NULL,NULL,NULL
46746,NULL,NULL,NULL
46747,NULL,NULL,NULL
46748,NULL,NULL,NULL
46749,NULL,NULL,NULL
46750,NULL,NULL,NULL
46751,NULL,NULL,NULL
46752,NULL,NULL,NULL
46753,NULL,NULL,NULL
46754,NULL,NULL,NULL
46755,NULL,NULL,NULL
46756,NULL,NULL,NULL
46757,NULL,NULL,NULL
46758,NULL,NULL,NULL
46759,NULL,NULL,NULL
46760,NULL,NULL,NULL
46761,NULL,NULL,NULL
46762,NULL,NULL,NULL
46763,NULL,NULL,NULL
46764,NULL,NULL,NULL
46765,NULL,NULL,NULL
46766,NULL,NULL,NULL
46767,NULL,NULL,NULL
46768,NULL,NULL,NULL
46769,NULL,NULL,NULL
46770,NULL,NULL,NULL
46771,NULL,NULL,NULL
46772,NULL,NULL,NULL
46773,NULL,NULL,NULL
46774,NULL,NULL,NULL
46775,NULL,NULL,NULL
46776,NULL,NULL,NULL
46777,NULL,NULL,NULL
46778,NULL,NULL,NULL
46779,NULL,NULL,NULL
46780,NULL,NULL,NULL
46781,NULL,NULL,NULL
46782,NULL,NULL,NULL
46783,NULL,NULL,NULL
46784,NULL,NULL,NULL
46785,NULL,NULL,NULL
46786,NULL,NULL,NULL
46787,NULL,NULL,NULL
46788,NULL,NULL,NULL
46789,NULL,NULL,NULL
46790,NULL,NULL,NULL
46791,NULL,NULL,NULL
46792,NULL,NULL,NULL
46793,NULL,NULL,NULL
46794,NULL,NULL,NULL
46795,NULL,NULL,NULL
46796,NULL,NULL,NULL
46797,NULL,NULL,NULL
46798,NULL,NULL,NULL
46799,NULL,NULL,NULL
46800,NULL,NULL,NULL
46801,NULL,NULL,NULL
46802,NULL,NULL,NULL
46803,NULL,NULL,NULL
46804,NULL,NULL,NULL
46805,NULL,NULL,NULL
46806,NULL,NULL,NULL
46807,NULL,NULL,NULL
46808,NULL,NULL,NULL
46809,NULL,NULL,NULL
46810,NULL,NULL,NULL
46811,NULL,NULL,NULL
46812,NULL,NULL,NULL
46813,NULL,NULL,NULL
46814,NULL,NULL,NULL
46815,NULL,NULL,NULL
46816,NULL,NULL,NULL
46817,NULL,NULL,NULL
46818,NULL,NULL,NULL
46819,NULL,NULL,NULL
46820,NULL,NULL,NULL
46821,NULL,NULL,NULL
46822,NULL,NULL,NULL
46823,NULL,NULL,NULL
46824,NULL,NULL,NULL
46825,NULL,NULL,NULL
46826,NULL,NULL,NULL
46827,NULL,NULL,NULL
46828,NULL,NULL,NULL
46829,NULL,NULL,NULL
46830,NULL,NULL,NULL
46831,NULL,NULL,NULL
46832,NULL,NULL,NULL
46833,NULL,NULL,NULL
46834,NULL,NULL,NULL
46835,NULL,NULL,NULL
46836,NULL,NULL,NULL
46837,NULL,NULL,NULL
46838,NULL,NULL,NULL
46839,NULL,NULL,NULL
46840,NULL,NULL,NULL
46841,NULL,NULL,NULL
46842,NULL,NULL,NULL
46843,NULL,NULL,NULL
46844,NULL,NULL,NULL
46845,NULL,NULL,NULL
46846,NULL,NULL,NULL
46847,NULL,NULL,NULL
46848,NULL,NULL,NULL
46849,NULL,NULL,NULL
46850,NULL,NULL,NULL
46851,NULL,NULL,NULL
46852,NULL,NULL,NULL
46853,NULL,NULL,NULL
46854,NULL,NULL,NULL
46855,NULL,NULL,NULL
46856,NULL,NULL,NULL
46857,NULL,NULL,NULL
46858,NULL,NULL,NULL
46859,NULL,NULL,NULL
46860,NULL,NULL,NULL
46861,NULL,NULL,NULL
46862,NULL,NULL,NULL
46863,NULL,NULL,NULL
46864,NULL,NULL,NULL
46865,NULL,NULL,NULL
46866,NULL,NULL,NULL
46867,NULL,NULL,NULL
46868,NULL,NULL,NULL
46869,NULL,NULL,NULL
46870,NULL,NULL,NULL
46871,NULL,NULL,NULL
46872,NULL,NULL,NULL
46873,NULL,NULL,NULL
46874,NULL,NULL,NULL
46875,NULL,NULL,NULL
46876,NULL,NULL,NULL
46877,NULL,NULL,NULL
46878,NULL,NULL,NULL
46879,NULL,NULL,NULL
46880,NULL,NULL,NULL
46881,NULL,NULL,NULL
46882,NULL,NULL,NULL
46883,NULL,NULL,NULL
46884,NULL,NULL,NULL
46885,NULL,NULL,NULL
46886,NULL,NULL,NULL
46887,NULL,NULL,NULL
46888,NULL,NULL,NULL
46889,NULL,NULL,NULL
46890,NULL,NULL,NULL
46891,NULL,NULL,NULL
46892,NULL,NULL,NULL
46893,NULL,NULL,NULL
46895,NULL,NULL,NULL
46896,NULL,NULL,NULL
46897,NULL,NULL,NULL
46898,NULL,NULL,NULL
46899,NULL,NULL,NULL
46900,NULL,NULL,NULL
46901,NULL,NULL,NULL
46902,NULL,NULL,NULL
46903,NULL,NULL,NULL
46904,NULL,NULL,NULL
46905,NULL,NULL,NULL
46906,NULL,NULL,NULL
46907,NULL,NULL,NULL
46908,NULL,NULL,NULL
46909,NULL,NULL,NULL
46910,NULL,NULL,NULL
46911,NULL,NULL,NULL
46912,NULL,NULL,NULL
46913,NULL,NULL,NULL
46914,NULL,NULL,NULL
46915,NULL,NULL,NULL
46916,NULL,NULL,NULL
46917,NULL,NULL,NULL
46918,NULL,NULL,NULL
46919,NULL,NULL,NULL
46920,NULL,NULL,NULL
46921,NULL,NULL,NULL
46922,NULL,NULL,NULL
46923,NULL,NULL,NULL
46924,NULL,NULL,NULL
46925,NULL,NULL,NULL
46926,NULL,NULL,NULL
46927,NULL,NULL,NULL
46928,NULL,NULL,NULL
46929,NULL,NULL,NULL
46930,NULL,NULL,NULL
46931,NULL,NULL,NULL
46932,NULL,NULL,NULL
46933,NULL,NULL,NULL
46934,NULL,NULL,NULL
46935,NULL,NULL,NULL
46936,NULL,NULL,NULL
46937,NULL,NULL,NULL
46938,NULL,NULL,NULL
46939,NULL,NULL,NULL
46940,NULL,NULL,NULL
46941,NULL,NULL,NULL
46943,NULL,NULL,NULL
46944,NULL,NULL,NULL
46945,NULL,NULL,NULL
46947,NULL,NULL,NULL
46948,NULL,NULL,NULL
46949,NULL,NULL,NULL
46950,NULL,NULL,NULL
46951,NULL,NULL,NULL
46952,NULL,NULL,NULL
46953,NULL,NULL,NULL
46954,NULL,NULL,NULL
46955,NULL,NULL,NULL
46956,NULL,NULL,NULL
46957,NULL,NULL,NULL
46958,NULL,NULL,NULL
46959,NULL,NULL,NULL
46960,NULL,NULL,NULL
46961,NULL,NULL,NULL
46962,NULL,NULL,NULL
46963,NULL,NULL,NULL
46964,NULL,NULL,NULL
46965,NULL,NULL,NULL
46966,NULL,NULL,NULL
46967,NULL,NULL,NULL
46968,NULL,NULL,NULL
46969,NULL,NULL,NULL
46970,NULL,NULL,NULL
46971,NULL,NULL,NULL
46972,NULL,NULL,NULL
46973,NULL,NULL,NULL
46974,NULL,NULL,NULL
46975,NULL,NULL,NULL
46976,NULL,NULL,NULL
46977,NULL,NULL,NULL
46978,NULL,NULL,NULL
46979,NULL,NULL,NULL
46980,NULL,NULL,NULL
46981,NULL,NULL,NULL
46982,NULL,NULL,NULL
46983,NULL,NULL,NULL
46984,NULL,NULL,NULL
46985,NULL,NULL,NULL
46986,NULL,NULL,NULL
46987,NULL,NULL,NULL
46988,NULL,NULL,NULL
46989,NULL,NULL,NULL
46990,NULL,NULL,NULL
46991,NULL,NULL,NULL
46992,NULL,NULL,NULL
46993,NULL,NULL,NULL
46994,NULL,NULL,NULL
46995,NULL,NULL,NULL
46996,NULL,NULL,NULL
46997,NULL,NULL,NULL
46998,NULL,NULL,NULL
46999,NULL,NULL,NULL
47000,NULL,NULL,NULL
47001,NULL,NULL,NULL
47002,NULL,NULL,NULL
47003,NULL,NULL,NULL
47004,NULL,NULL,NULL
47005,NULL,NULL,NULL
47006,NULL,NULL,NULL
47007,NULL,NULL,NULL
47008,NULL,NULL,NULL
47009,NULL,NULL,NULL
47010,NULL,NULL,NULL
47011,NULL,NULL,NULL
47012,NULL,NULL,NULL
47013,NULL,NULL,NULL
47014,NULL,NULL,NULL
47015,NULL,NULL,NULL
47016,NULL,NULL,NULL
47017,NULL,NULL,NULL
47018,NULL,NULL,NULL
47019,NULL,NULL,NULL
47020,NULL,NULL,NULL
47021,NULL,NULL,NULL
47022,NULL,NULL,NULL
47023,NULL,NULL,NULL
47024,NULL,NULL,NULL
47025,NULL,NULL,NULL
47026,NULL,NULL,NULL
47027,NULL,NULL,NULL
47028,NULL,NULL,NULL
47029,NULL,NULL,NULL
47030,NULL,NULL,NULL
47031,NULL,NULL,NULL
47032,NULL,NULL,NULL
47033,NULL,NULL,NULL
47034,NULL,NULL,NULL
47035,NULL,NULL,NULL
47036,NULL,NULL,NULL
47037,NULL,NULL,NULL
47038,NULL,NULL,NULL
47039,NULL,NULL,NULL
47040,NULL,NULL,NULL
47041,NULL,NULL,NULL
47042,NULL,NULL,NULL
47043,NULL,NULL,NULL
47044,NULL,NULL,NULL
47045,NULL,NULL,NULL
47046,NULL,NULL,NULL
47047,NULL,NULL,NULL
47048,NULL,NULL,NULL
47049,NULL,NULL,NULL
47050,NULL,NULL,NULL
47051,NULL,NULL,NULL
47052,NULL,NULL,NULL
47053,NULL,NULL,NULL
47054,NULL,NULL,NULL
47055,NULL,NULL,NULL
47056,NULL,NULL,NULL
47057,NULL,NULL,NULL
47058,NULL,NULL,NULL
47059,NULL,NULL,NULL
47060,NULL,NULL,NULL
47061,NULL,NULL,NULL
47062,NULL,NULL,NULL
47063,NULL,NULL,NULL
47064,NULL,NULL,NULL
47065,NULL,NULL,NULL
47066,NULL,NULL,NULL
47067,NULL,NULL,NULL
47068,NULL,NULL,NULL
47069,NULL,NULL,NULL
47070,NULL,NULL,NULL
47071,NULL,NULL,NULL
47072,NULL,NULL,NULL
47073,NULL,NULL,NULL
47074,NULL,NULL,NULL
47075,NULL,NULL,NULL
47076,NULL,NULL,NULL
47077,NULL,NULL,NULL
47078,NULL,NULL,NULL
47079,NULL,NULL,NULL
47080,NULL,NULL,NULL
47081,NULL,NULL,NULL
47082,NULL,NULL,NULL
47083,NULL,NULL,NULL
47084,NULL,NULL,NULL
47085,NULL,NULL,NULL
47086,NULL,NULL,NULL
47087,NULL,NULL,NULL
47088,NULL,NULL,NULL
47089,NULL,NULL,NULL
47090,NULL,NULL,NULL
47092,NULL,NULL,NULL
47093,NULL,NULL,NULL
47094,NULL,NULL,NULL
47095,NULL,NULL,NULL
47096,NULL,NULL,NULL
47097,NULL,NULL,NULL
47098,NULL,NULL,NULL
47099,NULL,NULL,NULL
47100,NULL,NULL,NULL
47101,NULL,NULL,NULL
47102,NULL,NULL,NULL
47103,NULL,NULL,NULL
47104,NULL,NULL,NULL
47105,NULL,NULL,NULL
47106,NULL,NULL,NULL
47107,NULL,NULL,NULL
47108,NULL,NULL,NULL
47109,NULL,NULL,NULL
47110,NULL,NULL,NULL
47111,NULL,NULL,NULL
47112,NULL,NULL,NULL
47113,NULL,NULL,NULL
47114,NULL,NULL,NULL
47115,NULL,NULL,NULL
47116,NULL,NULL,NULL
47117,NULL,NULL,NULL
47118,NULL,NULL,NULL
47119,NULL,NULL,NULL
47120,NULL,NULL,NULL
47121,NULL,NULL,NULL
47122,NULL,NULL,NULL
47123,NULL,NULL,NULL
47124,NULL,NULL,NULL
47125,NULL,NULL,NULL
47126,NULL,NULL,NULL
47127,NULL,NULL,NULL
47128,NULL,NULL,NULL
47129,NULL,NULL,NULL
47130,NULL,NULL,NULL
47131,NULL,NULL,NULL
47132,NULL,NULL,NULL
47133,NULL,NULL,NULL
47134,NULL,NULL,NULL
47135,NULL,NULL,NULL
47136,NULL,NULL,NULL
47137,NULL,NULL,NULL
47138,NULL,NULL,NULL
47139,NULL,NULL,NULL
47140,NULL,NULL,NULL
47141,NULL,NULL,NULL
47142,NULL,NULL,NULL
47143,NULL,NULL,NULL
47144,NULL,NULL,NULL
47145,NULL,NULL,NULL
47146,NULL,NULL,NULL
47147,NULL,NULL,NULL
47148,NULL,NULL,NULL
47149,NULL,NULL,NULL
47150,NULL,NULL,NULL
47151,NULL,NULL,NULL
47152,NULL,NULL,NULL
47153,NULL,NULL,NULL
47154,NULL,NULL,NULL
47155,NULL,NULL,NULL
47156,NULL,NULL,NULL
47157,NULL,NULL,NULL
47158,NULL,NULL,NULL
47159,NULL,NULL,NULL
47160,NULL,NULL,NULL
47161,NULL,NULL,NULL
47162,NULL,NULL,NULL
47163,NULL,NULL,NULL
47164,NULL,NULL,NULL
47165,NULL,NULL,NULL
47166,NULL,NULL,NULL
47167,NULL,NULL,NULL
47168,NULL,NULL,NULL
47169,NULL,NULL,NULL
47170,NULL,NULL,NULL
47171,NULL,NULL,NULL
47172,NULL,NULL,NULL
47173,NULL,NULL,NULL
47174,NULL,NULL,NULL
47175,NULL,NULL,NULL
47176,NULL,NULL,NULL
47177,NULL,NULL,NULL
47178,NULL,NULL,NULL
47179,NULL,NULL,NULL
47180,NULL,NULL,NULL
47181,NULL,NULL,NULL
47182,NULL,NULL,NULL
47183,NULL,NULL,NULL
47184,NULL,NULL,NULL
47185,NULL,NULL,NULL
47186,NULL,NULL,NULL
47187,NULL,NULL,NULL
47188,NULL,NULL,NULL
47189,NULL,NULL,NULL
47190,NULL,NULL,NULL
47191,NULL,NULL,NULL
47192,NULL,NULL,NULL
47193,NULL,NULL,NULL
47194,NULL,NULL,NULL
47195,NULL,NULL,NULL
47196,NULL,NULL,NULL
47197,NULL,NULL,NULL
47198,NULL,NULL,NULL
47199,NULL,NULL,NULL
47200,NULL,NULL,NULL
47201,NULL,NULL,NULL
47202,NULL,NULL,NULL
47203,NULL,NULL,NULL
47204,NULL,NULL,NULL
47205,NULL,NULL,NULL
47206,NULL,NULL,NULL
47207,NULL,NULL,NULL
47208,NULL,NULL,NULL
47209,NULL,NULL,NULL
47210,NULL,NULL,NULL
47211,NULL,NULL,NULL
47212,NULL,NULL,NULL
47213,NULL,NULL,NULL
47214,NULL,NULL,NULL
47215,NULL,NULL,NULL
47216,NULL,NULL,NULL
47217,NULL,NULL,NULL
47218,NULL,NULL,NULL
47219,NULL,NULL,NULL
47220,NULL,NULL,NULL
47221,NULL,NULL,NULL
47222,NULL,NULL,NULL
47223,NULL,NULL,NULL
47224,NULL,NULL,NULL
47225,NULL,NULL,NULL
47226,NULL,NULL,NULL
47227,NULL,NULL,NULL
47228,NULL,NULL,NULL
47229,NULL,NULL,NULL
47230,NULL,NULL,NULL
47231,NULL,NULL,NULL
47232,NULL,NULL,NULL
47233,NULL,NULL,NULL
47234,NULL,NULL,NULL
47235,NULL,NULL,NULL
47236,NULL,NULL,NULL
47237,NULL,NULL,NULL
47238,NULL,NULL,NULL
47239,NULL,NULL,NULL
47240,NULL,NULL,NULL
47241,NULL,NULL,NULL
47242,NULL,NULL,NULL
47243,NULL,NULL,NULL
47244,NULL,NULL,NULL
47245,NULL,NULL,NULL
47246,NULL,NULL,NULL
47247,NULL,NULL,NULL
47248,NULL,NULL,NULL
47249,NULL,NULL,NULL
47250,NULL,NULL,NULL
47251,NULL,NULL,NULL
47252,NULL,NULL,NULL
47253,NULL,NULL,NULL
47254,NULL,NULL,NULL
47255,NULL,NULL,NULL
47256,NULL,NULL,NULL
47257,NULL,NULL,NULL
47258,NULL,NULL,NULL
47259,NULL,NULL,NULL
47260,NULL,NULL,NULL
47261,NULL,NULL,NULL
47262,NULL,NULL,NULL
47263,NULL,NULL,NULL
47264,NULL,NULL,NULL
47265,NULL,NULL,NULL
47266,NULL,NULL,NULL
47267,NULL,NULL,NULL
47268,NULL,NULL,NULL
47269,NULL,NULL,NULL
47270,NULL,NULL,NULL
47271,NULL,NULL,NULL
47272,NULL,NULL,NULL
47273,NULL,NULL,NULL
47274,NULL,NULL,NULL
47275,NULL,NULL,NULL
47276,NULL,NULL,NULL
47277,NULL,NULL,NULL
47278,NULL,NULL,NULL
47279,NULL,NULL,NULL
47280,NULL,NULL,NULL
47281,NULL,NULL,NULL
47282,NULL,NULL,NULL
47283,NULL,NULL,NULL
47284,NULL,NULL,NULL
47285,NULL,NULL,NULL
47286,NULL,NULL,NULL
47287,NULL,NULL,NULL
47288,NULL,NULL,NULL
47289,NULL,NULL,NULL
47290,NULL,NULL,NULL
47291,NULL,NULL,NULL
47292,NULL,NULL,NULL
47293,NULL,NULL,NULL
47294,NULL,NULL,NULL
47295,NULL,NULL,NULL
47296,NULL,NULL,NULL
47297,NULL,NULL,NULL
47298,NULL,NULL,NULL
47299,NULL,NULL,NULL
47300,NULL,NULL,NULL
47301,NULL,NULL,NULL
47302,NULL,NULL,NULL
47303,NULL,NULL,NULL
47304,NULL,NULL,NULL
47305,NULL,NULL,NULL
47306,NULL,NULL,NULL
47307,NULL,NULL,NULL
47308,NULL,NULL,NULL
